Pays,Année,Abonnements téléphone (cartes prépayés),Investissements télécommunications (USD),Abonnements téléphone (100 habitants),Lignes d'accès téléphoniques,Recettes télécommunication (USD),Voies d'accès de communication (100 habitants),Continent,Développement
Suisse,2016,3906436.0,3242572494.0,134.25,2329634.0,18531456411.0,207.75,Europe,pays développé
Suisse,2017,3525968.0,2998436602.0,131.2,1542830.0,18472252625.0,196.5,Europe,pays développé
Suisse,2018,2890055.0,2853730481.0,126.96,1233299.0,18872364658.0,187.69,Europe,pays développé
Suède,1996,,,28.19,6064630.0,,96.78,Europe,pays développé
Suède,1997,235000.0,,35.82,6075370.0,,104.5,Europe,pays développé
Suède,1998,1016000.0,,46.42,6088830.0,,115.21,Europe,pays développé
Suède,1999,1983000.0,,57.87,6093000.0,,126.66,Europe,pays développé
Suède,2000,2772812.0,,71.82,6053000.0,4634325022.0,140.05,Europe,pays développé
Suède,2001,3536262.0,,80.69,5950560.0,4812037899.0,147.58,Europe,pays développé
Suède,2002,4308863.0,,89.06,5845624.0,5171377174.0,162.72,Europe,pays développé
Suède,2003,5002535.0,,98.25,5738693.0,6255047946.0,173.46,Europe,pays développé
Suède,2004,4628802.0,,97.68,5601212.0,6814692194.0,174.83,Europe,pays développé
Suède,2005,4638459.0,,100.82,5376836.0,6666654411.0,181.14,Europe,pays développé
Suède,2006,4692726.0,1381842818.0,105.79,5076868.0,6607645864.0,187.92,Europe,pays développé
Suède,2007,4496329.0,1582544379.0,110.59,4785328.0,7337486656.0,193.14,Europe,pays développé
Suède,2008,4406879.0,1470257967.0,118.14,4470735.0,7521298506.0,198.14,Europe,pays développé
Suède,2009,4531686.0,1189673203.0,126.37,4036815.0,6560426787.0,201.44,Europe,pays développé
Suède,2010,4650909.0,973925104.0,135.33,3574064.0,7165737100.0,205.4,Europe,pays développé
Suède,2011,4544624.0,1462865948.0,141.68,3166639.0,8025635713.0,207.2,Europe,pays développé
Suède,2012,4365208.0,1419174041.0,146.52,2732551.0,7632257094.0,207.47,Europe,pays développé
Suède,2013,4478323.0,1495545315.0,150.25,2355344.0,7922448940.0,207.56,Europe,pays développé
Suède,2014,4025648.0,1584693878.0,149.81,2009268.0,7585436195.0,204.37,Europe,pays développé
Suède,2015,4128201.0,1481376038.0,151.27,1703998.0,6175612159.0,204.35,Europe,pays développé
Suède,2016,3790814.0,1835163551.0,147.85,1435411.0,6233883446.0,199.39,Europe,pays développé
Suède,2017,3392762.0,2047251462.0,142.99,1148065.0,6301239871.0,192.84,Europe,pays développé
Suède,2018,3222772.0,1781933257.0,140.7,888880.0,5838200736.0,188.49,Europe,pays développé
Tchéquie,1996,,,1.94,2817215.0,,29.25,Europe,pays développé
Tchéquie,1997,,,5.06,3273196.0,,36.83,Europe,pays développé
Tchéquie,1998,,,9.38,3734753.0,,45.66,Europe,pays développé
Tchéquie,1999,,,18.91,3806394.0,,55.93,Europe,pays développé
Tchéquie,2000,,471406813.0,42.31,3897845.0,2316074430.0,80.25,Europe,pays développé
Tchéquie,2001,3016209.0,599354416.0,67.95,3669218.0,2557938675.0,103.84,Europe,pays développé
Tchéquie,2002,6731573.0,455275382.0,84.41,3388683.0,3269700672.0,117.79,Europe,pays développé
Tchéquie,2003,7268478.0,1266709217.0,95.17,3279075.0,4000410925.0,127.79,Europe,pays développé
Tchéquie,2004,7733079.0,511891751.0,105.64,3058518.0,4438855617.0,138.11,Europe,pays développé
Tchéquie,2005,7833756.0,575654007.0,115.07,2868830.0,4881562563.0,149.56,Europe,pays développé
Tchéquie,2006,7451645.0,627015619.0,120.84,2548378.0,5395686593.0,156.73,Europe,pays développé
Tchéquie,2007,7380865.0,782848694.0,128.15,2492963.0,6849482504.0,166.85,Europe,pays développé
Tchéquie,2008,7294012.0,877152900.0,132.37,2380341.0,8429584066.0,172.16,Europe,pays développé
Tchéquie,2009,7206875.0,763168940.0,135.9,2119855.0,7008447009.0,175.52,Europe,pays développé
Tchéquie,2010,7100000.0,792931937.0,136.82,1630000.0,6664921466.0,173.83,Europe,pays développé
Tchéquie,2011,6620000.0,826497175.0,135.66,1830000.0,6723163842.0,176.88,Europe,pays développé
Tchéquie,2012,5357800.0,759797855.0,131.91,1594500.0,5943157293.0,172.36,Europe,pays développé
Tchéquie,2013,5454800.0,722888804.0,132.86,1331300.0,5420084844.0,172.19,Europe,pays développé
Tchéquie,2014,5055464.0,1041799940.0,132.19,819451.0,5010902524.0,168.73,Europe,pays développé
Tchéquie,2015,4892907.0,590207979.0,132.95,818006.0,4637890196.0,168.88,Europe,pays développé
Tchéquie,2016,4821205.0,685829629.0,126.1,617539.0,4686270918.0,160.95,Europe,pays développé
Tchéquie,2017,4655896.0,648886976.0,127.45,533737.0,5011108521.0,162.11,Europe,pays développé
Tchéquie,2018,4479730.0,735763153.0,128.97,477541.0,5385664225.0,163.72,Europe,pays développé
Türkiye,1996,,,1.33,14286000.0,,24.88,Asie,pays en développement
Türkiye,1997,,,2.61,15744000.0,,28.18,Asie,pays en développement
Türkiye,1998,,,5.61,16960000.0,,32.76,Asie,pays en développement
Türkiye,1999,779600.0,,12.3,18060000.0,,40.81,Asie,pays en développement
Türkiye,2000,6627607.0,3540601230.0,23.44,18402362.0,6167773917.0,52.07,Asie,pays en développement
Türkiye,2001,11500000.0,2949450312.0,28.27,18913178.0,5866862816.0,57.29,Asie,pays en développement
Türkiye,2002,17125431.0,2158678144.0,35.34,18928408.0,6713518584.0,64.05,Asie,pays en développement
Türkiye,2003,20851364.0,1301388374.0,41.75,18932710.0,10422749401.0,70.39,Asie,pays en développement
Türkiye,2004,26355089.0,1030609801.0,51.34,19139168.0,11441355448.0,80.41,Asie,pays en développement
Türkiye,2005,30600875.0,1428167181.0,63.72,18992521.0,12591427517.0,93.71,Asie,pays en développement
Türkiye,2006,42694895.0,1722516557.0,76.0,18846151.0,11287209410.0,107.2,Asie,pays en développement
Türkiye,2007,50237153.0,1906685525.0,88.34,18216271.0,14828317524.0,120.57,Asie,pays en développement
Türkiye,2008,52640000.0,2590502306.0,92.64,17519301.0,15663084340.0,125.37,Asie,pays en développement
Türkiye,2009,46910000.0,3744407044.0,87.15,16550926.0,13365858314.0,118.99,Asie,pays en développement
Türkiye,2010,42711772.0,2507200457.0,84.45,16218022.0,14119170677.0,116.35,Asie,pays en développement
Türkiye,2011,42279472.0,3353690676.0,88.01,15226327.0,16194458186.0,118.75,Asie,pays en développement
Türkiye,2012,41709890.0,3200860734.0,90.03,14425705.0,16724057836.0,119.69,Asie,pays en développement
Türkiye,2013,41465390.0,2874948432.0,91.48,13055994.0,16473051227.0,119.65,Asie,pays en développement
Türkiye,2014,40037521.0,2589148002.0,93.14,11917961.0,15371045353.0,120.07,Asie,pays en développement
Türkiye,2015,38181732.0,6351093376.0,94.15,10786636.0,14551400276.0,120.09,Asie,pays en développement
Türkiye,2016,36343215.0,2459467744.0,94.68,11077559.0,14977074338.0,121.9,Asie,pays en développement
Türkiye,2017,35717456.0,2234039225.0,96.87,11308444.0,14012896524.0,125.8,Asie,pays en développement
Türkiye,2018,34382665.0,1947012431.0,98.42,11633461.0,12221612707.0,129.18,Asie,pays en développement
États-Unis,1996,,,16.35,127948129.0,,63.84,Amérique du Nord,pays développé
États-Unis,1997,,,20.29,132027308.0,,68.71,Amérique du Nord,pays développé
États-Unis,1998,,,25.09,133483589.0,,73.48,Amérique du Nord,pays développé
États-Unis,1999,4302350.0,,30.84,180682623.0,,95.59,Amérique du Nord,pays développé
États-Unis,2000,6570000.0,113301000000.0,38.8,183671491.0,402143000000.0,103.89,Amérique du Nord,pays développé
États-Unis,2001,11565000.0,105607000000.0,45.09,184709483.0,419514000000.0,109.91,Amérique du Nord,pays développé
États-Unis,2002,11565000.0,61442000000.0,49.3,182261129.0,430357000000.0,119.38,Amérique du Nord,pays développé
États-Unis,2003,11565000.0,60522000000.0,55.36,175847832.0,429238000000.0,125.58,Amérique du Nord,pays développé
États-Unis,2004,15000000.0,62715000000.0,63.08,170501571.0,438528000000.0,134.12,Amérique du Nord,pays développé
États-Unis,2005,23430000.0,70760000000.0,68.93,167898490.0,457465000000.0,142.15,Amérique du Nord,pays développé
États-Unis,2006,36270000.0,79884000000.0,76.96,160270420.0,471681000000.0,150.99,Amérique du Nord,pays développé
États-Unis,2007,44710000.0,79717000000.0,82.77,151174614.0,491123000000.0,156.21,Amérique du Nord,pays développé
États-Unis,2008,46508552.0,80651000000.0,85.92,141019000.0,508672000000.0,157.81,Amérique du Nord,pays développé
États-Unis,2009,54582317.0,67262000000.0,89.41,126949000.0,505503000000.0,156.87,Amérique du Nord,pays développé
États-Unis,2010,58735750.0,70223000000.0,92.17,117884000.0,517507000000.0,157.61,Amérique du Nord,pays développé
États-Unis,2011,71593069.0,73531000000.0,95.45,106649000.0,539611000000.0,158.02,Amérique du Nord,pays développé
États-Unis,2012,,81038000000.0,97.12,96138000.0,556587000000.0,157.22,Amérique du Nord,pays développé
États-Unis,2013,,87240000000.0,96.74,85280000.0,558935000000.0,154.1,Amérique du Nord,pays développé
États-Unis,2014,,86631000000.0,111.66,72605000.0,588172000000.0,165.32,Amérique du Nord,pays développé
États-Unis,2015,75800000.0,84498000000.0,117.85,64566000.0,601970000000.0,169.85,Amérique du Nord,pays développé
États-Unis,2016,77500000.0,87659000000.0,122.57,58200000.0,627970000000.0,173.31,Amérique du Nord,pays développé
États-Unis,2017,77400000.0,94472000000.0,123.02,49700000.0,617045000000.0,171.58,Amérique du Nord,pays développé
États-Unis,2018,74000000.0,94997000000.0,128.92,42900000.0,630683000000.0,175.92,Amérique du Nord,pays développé
